10000	0.00	0
10001	0.00	0
10002	0.00	0
10003	0.00	0
10004	0.00	0
10005	0.00	0
10006	0.00	0
10007	0.00	0
10008	0.00	3.07139e-05
10009	0.00	0
10027	0.00	0
10028	0.00	0
10029	0.00	0
10030	0.00	0
10031	0.00	0
10032	0.00	0
10033	0.00	0
10034	0.00	0
10035	0.00	0
10036	0.00	0
10037	0.00	0
10038	0.00	0
10039	0.00	0
10040	0.00	0
10041	0.00	0
10042	0.00	0
10043	0.00	0
10044	0.00	0
10045	0.00	0
10046	0.00	0
10047	0.00	0
10048	0.00	0
10049	0.00	0
10050	0.00	0
10051	0.00	0
10052	0.00	0
10053	0.00	0
10054	0.00	0
10064	0.00	0
10065	0.00	0
10066	0.00	0
10067	0.00	0
10068	0.00	0
10069	0.00	0
10070	0.00	0
10071	0.00	0
10072	0.00	0
10073	0.00	0
10074	0.00	0
10103	0.00	0
10104	0.00	0
10105	0.00	0
10106	0.00	0
10107	0.00	0
10108	0.00	0
10109	0.00	0
10110	0.00	0
10111	0.00	0
10112	0.00	0
10113	0.00	0
10114	0.00	0
10115	0.00	0
10116	0.00	0
10117	0.00	0
10118	0.00	0
10119	0.00	0
10124	0.00	0
10125	0.00	0
10126	0.00	0
10127	0.00	0
10128	0.00	0
10129	0.00	0
10130	0.00	0
10131	0.00	0
10132	0.00	0
10133	0.00	0
10134	0.00	0
10135	0.00	0
10136	0.00	0
10137	0.00	0
10138	0.00	0
10139	0.00	0
10140	0.00	0
10141	0.00	0
10142	0.00	0
10143	0.00	0
10144	0.00	0
10145	0.00	0
10146	0.00	0
10147	0.00	0
10148	0.00	0
10149	0.00	0
10150	0.00	0
10151	0.00	0
10152	0.00	0
10153	0.00	0
10154	0.00	0
10155	0.00	0
10156	0.00	0
10157	0.00	0
10158	0.00	0
10159	0.00	0
1016	0.00	0
10160	0.00	0
10161	0.00	0
10162	0.00	0
10163	0.00	0
10164	0.00	0
10165	0.00	0
10166	0.00	0
10167	0.00	0
10168	0.00	0
10169	0.00	0
1017	0.00	0
10170	0.00	0
10171	0.00	0
10172	0.00	0
10173	0.00	0
10174	0.00	0
