chr1_3048243_3048393	0
chr1_3607208_3607358	4.15
chr1_3672145_3672295	3.49
chr1_3672215_3672365	3.49
chr1_4098569_4098719	6.33
chr1_4323063_4323213	4.58
chr1_4332583_4332733	3.49
chr1_4351934_4352084	5.02
chr1_4352019_4352169	5.02
chr1_4412481_4412631	2.62
chr1_4417954_4418104	8.73
chr1_4418170_4418320	3.93
chr1_4427281_4427431	3.71
chr1_4427403_4427553	3.71
chr1_4433674_4433824	7.64
chr1_4490364_4490514	4.58
chr1_4490586_4490736	26.2
chr1_4491561_4491711	4.15
chr1_4491613_4491763	4.15
chr1_4491674_4491824	4.15
chr1_4491798_4491948	0
chr1_4492665_4492815	4.37
chr1_4496094_4496244	3.49
chr1_4496190_4496340	3.49
chr1_4496363_4496513	28.2
chr1_4496949_4497099	5.02
chr1_4571658_4571808	6.99
chr1_4571913_4572063	13.1
chr1_4623170_4623320	6.99
chr1_4623249_4623399	6.99
chr1_4623401_4623551	12.7
chr1_4623586_4623736	4.58
chr1_4671716_4671866	3.27
chr1_4671839_4671989	3.27
chr1_4689203_4689353	4.58
chr1_4689296_4689446	4.58
chr1_4746828_4746978	4.37
chr1_4746973_4747123	4.37
chr1_4748101_4748251	5.89
chr1_4748172_4748322	5.89
chr1_4748249_4748399	5.89
chr1_4768449_4768599	5.68
chr1_4771060_4771210	5.68
chr1_4774796_4774946	8.3
chr1_4774853_4775003	8.3
chr1_4775039_4775189	22.9
chr1_4775125_4775275	22.9
chr1_4775258_4775408	0
chr1_4775488_4775638	17.7
chr1_4775696_4775846	7.2
chr1_4780202_4780352	10.5
chr1_4785422_4785572	7.64
chr1_4785633_4785783	12.4
chr1_4785693_4785843	12.4
chr1_4786012_4786162	6.11
chr1_4786130_4786280	6.11
chr1_4807596_4807746	7.64
chr1_4807823_4807973	9.82
chr1_4808054_4808204	10.7
chr1_4857438_4857588	22.3
chr1_4857645_4857795	53.3
chr1_4858250_4858400	8.73
chr1_4907130_4907280	3.71
chr1_4914485_4914635	4.15
chr1_4922757_4922907	7.42
chr1_4926332_4926482	3.71
chr1_5019366_5019516	6.99
chr1_5020096_5020246	5.02
chr1_5022724_5022874	3.06
chr1_5022802_5022952	3.06
chr1_5070268_5070418	4.15
chr1_5070330_5070480	4.15
chr1_5082770_5082920	5.02
chr1_5083027_5083177	25.1
chr1_5083468_5083618	3.71
chr1_5915462_5915612	3.93
chr1_6214114_6214264	12.4
chr1_6214268_6214418	11.4
chr1_6214526_6214676	28.4
chr1_6214869_6215019	8.73
chr1_6215213_6215363	4.37
chr1_6215318_6215468	4.37
chr1_6215409_6215559	0
chr1_6244231_6244381	5.68
chr1_6272355_6272505	8.73
chr1_6359209_6359359	3.49
chr1_6359270_6359420	3.49
chr1_6382796_6382946	18.6
chr1_6406176_6406326	9.61
chr1_6406455_6406605	22.3
chr1_6406700_6406850	7.64
chr1_6410210_6410360	7.42
chr1_6418064_6418214	6.11
chr1_6453683_6453833	7.86
chr1_6454051_6454201	2.84
chr1_6467183_6467333	18.1
chr1_6859133_6859283	6.11
chr1_6969801_6969951	5.24
chr1_7010282_7010432	4.15
chr1_7050937_7051087	4.8
chr1_7088771_7088921	83.8
chr1_7088962_7089112	29.9
chr1_7089086_7089236	29.9
chr1_7089679_7089829	5.68
chr1_7089734_7089884	5.68
chr1_7090512_7090662	6.55
chr1_7113037_7113187	6.33
chr1_7147149_7147299	13.1
chr1_7204884_7205034	7.42
chr1_7206278_7206428	10.7
chr1_7206650_7206800	4.8
chr1_7395580_7395730	12.4
chr1_7395652_7395802	12.4
chr1_7396976_7397126	20.1
chr1_7397372_7397522	12.2
chr1_7397606_7397756	152
chr1_7397942_7398092	74.4
chr1_7455046_7455196	10.9
chr1_7543595_7543745	5.46
chr1_8991555_8991705	4.37
chr1_9541265_9541415	8.3
chr1_9541350_9541500	8.3
chr1_9545047_9545197	34.1
chr1_9545162_9545312	34.1
chr1_9546203_9546353	6.55
chr1_9546261_9546411	6.55
chr1_9547938_9548088	6.99
chr1_9573387_9573537	14.4
chr1_9604319_9604469	5.24
chr1_9630377_9630527	3.27
chr1_9696957_9697107	5.46
chr1_9700016_9700166	4.58
chr1_9700276_9700426	21.2
chr1_9700643_9700793	12
chr1_9701061_9701211	6.77
chr1_9703183_9703333	7.86
chr1_9747560_9747710	5.24
chr1_9747639_9747789	5.24
chr1_9747770_9747920	0
chr1_9748382_9748532	98.2
chr1_9748730_9748880	5.02
chr1_9772852_9773002	18.3
chr1_9773268_9773418	6.99
chr1_9776461_9776611	3.27
chr1_9780502_9780652	4.15
chr1_9799035_9799185	6.33
chr1_9799148_9799298	6.33
chr1_9799452_9799602	3.49
chr1_9803751_9803901	6.99
chr1_9805902_9806052	10.3
chr1_9806038_9806188	10.3
chr1_9806105_9806255	0
chr1_9810731_9810881	5.02
chr1_9812961_9813111	5.46
chr1_9815849_9815999	3.71
chr1_9816043_9816193	4.37
chr1_9823052_9823202	3.93
chr1_9823114_9823264	3.93
chr1_9823345_9823495	5.02
chr1_9823844_9823994	4.15
chr1_9825946_9826096	3.93
chr1_9827018_9827168	4.8
chr1_9833282_9833432	5.46
chr1_9833485_9833635	6.11
chr1_9833609_9833759	6.11
chr1_9847646_9847796	5.46
chr1_9847738_9847888	5.46
chr1_9848208_9848358	5.89
chr1_9848267_9848417	5.89
chr1_9848512_9848662	6.55
chr1_9859145_9859295	4.37
chr1_9876844_9876994	9.61
chr1_9877011_9877161	6.33
chr1_9878130_9878280	3.06
chr1_9881975_9882125	9.82
chr1_9942939_9943089	8.95
chr1_9944059_9944209	48.3
chr1_9968207_9968357	5.89
chr1_9983041_9983191	7.2
chr1_9990100_9990250	6.55
chr1_9991548_9991698	4.37
chr1_9991654_9991804	4.37
chr1_9991723_9991873	0
chr1_9991953_9992103	13.5
chr1_9997712_9997862	3.93
chr1_10003353_10003503	10.3
chr1_10003548_10003698	3.93
chr1_10007337_10007487	12
chr1_10037848_10037998	45.4
chr1_10037982_10038132	45.4
chr1_10038117_10038267	0
chr1_10038389_10038539	5.46
chr1_10039622_10039772	8.08
chr1_10039711_10039861	8.08
chr1_10040099_10040249	12.7
chr1_10089662_10089812	5.89
chr1_10210940_10211090	10.5
chr1_10211164_10211314	4.8
chr1_10211268_10211418	4.8
chr1_10229118_10229268	3.71
chr1_10231578_10231728	5.02
chr1_10231662_10231812	5.02
chr1_10231749_10231899	0
chr1_10231884_10232034	0
chr1_10232240_10232390	3.27
