chr1_4689126_4689276	150	0	0	0	0
chr1_4689327_4689477	150	150	432	2.88	2.88
chr1_4768499_4768649	150	150	1066.5	7.11	7.11
chr1_4769966_4770116	150	150	951	6.34	6.34
chr1_4771051_4771201	150	150	1695	11.3	11.3
chr1_4780191_4780341	150	150	663	4.42	4.42
chr1_4785428_4785578	150	150	1096.5	7.31	7.31
chr1_4785488_4785638	150	90	657.9	4.386	7.31
chr1_4785696_4785846	150	150	5850	39	39
chr1_4785962_4786112	150	150	1995	13.3	13.3
chr1_4786081_4786231	150	31	412.3	2.74867	13.3
chr1_4800862_4801012	150	150	721.5	4.81	4.81
chr1_4807656_4807806	150	150	2625	17.5	17.5
chr1_4807834_4807984	150	150	1153.5	7.69	7.69
chr1_4808050_4808200	150	150	1096.5	7.31	7.31
chr1_4808356_4808506	150	150	576	3.84	3.84
chr1_4808440_4808590	150	66	253.44	1.6896	3.84
chr1_4857036_4857186	150	150	922.5	6.15	6.15
chr1_4857602_4857752	150	150	13635	90.9	90.9
chr1_4858278_4858428	150	150	3165	21.1	21.1
chr1_4858549_4858699	150	150	1240.5	8.27	8.27
chr1_4873908_4874058	150	150	1384.5	9.23	9.23
chr1_4874158_4874308	150	150	6915	46.1	46.1
chr1_4880615_4880765	150	150	2400	16	16
chr1_5083007_5083157	150	150	1269	8.46	8.46
chr1_6213262_6213412	150	150	721.5	4.81	4.81
chr1_6214241_6214391	150	150	5385	35.9	35.9
chr1_6214532_6214682	150	150	13320	88.8	88.8
chr1_6214866_6215016	150	150	1935	12.9	12.9
chr1_6215024_6215174	150	150	691.5	4.61	4.61
chr1_6215147_6215297	150	27	124.47	0.8298	4.61
chr1_6215415_6215565	150	150	1125	7.5	7.5
chr1_6272360_6272510	150	150	981	6.54	6.54
chr1_7088778_7088928	150	150	25725	171.5	171.5
chr1_7089786_7089936	150	150	1210.5	8.07	8.07
chr1_7177648_7177798	150	150	951	6.34	6.34
chr1_7397290_7397440	150	150	1470	9.8	9.8
chr1_7397356_7397506	150	84	823.2	5.488	9.8
chr1_7397611_7397761	150	150	18750	125	125
chr1_7397868_7398018	150	150	20010	133.4	133.4
chr1_9544998_9545148	150	150	1785	11.9	11.9
chr1_9545176_9545326	150	150	24660	164.4	164.4
