chr1_4689144_4689294	150	0	0	0	0
chr1_4689213_4689363	150	0	0	0	0
chr1_4768500_4768650	150	150	651	4.34	4.34
chr1_4769961_4770111	150	150	1030.5	6.87	6.87
chr1_4771057_4771207	150	150	1710	11.4	11.4
chr1_4780213_4780363	150	150	732	4.88	4.88
chr1_4785414_4785564	150	150	1635	10.9	10.9
chr1_4785689_4785839	150	150	7185	47.9	47.9
chr1_4786005_4786155	150	150	2280	15.2	15.2
chr1_4786127_4786277	150	28	425.6	2.83733	15.2
chr1_4807649_4807799	150	150	4155	27.7	27.7
chr1_4808057_4808207	150	150	1950	13	13
chr1_4808492_4808642	150	150	678	4.52	4.52
chr1_4857647_4857797	150	150	18150	121	121
chr1_4857900_4858050	150	150	1057.5	7.05	7.05
chr1_4858227_4858377	150	150	3225	21.5	21.5
chr1_4858511_4858661	150	150	1194	7.96	7.96
chr1_4873689_4873839	150	150	1605	10.7	10.7
chr1_4873906_4874056	150	150	1575	10.5	10.5
chr1_4874148_4874298	150	150	9870	65.8	65.8
chr1_4880627_4880777	150	150	3690	24.6	24.6
chr1_5082787_5082937	150	150	814.5	5.43	5.43
chr1_5083025_5083175	150	150	2580	17.2	17.2
chr1_5083276_5083426	150	150	651	4.34	4.34
chr1_5083401_5083551	150	25	108.5	0.723333	4.34
chr1_6213711_6213861	150	150	787.5	5.25	5.25
chr1_6213895_6214045	150	150	705	4.7	4.7
chr1_6214003_6214153	150	42	197.4	1.316	4.7
chr1_6214243_6214393	150	150	4125	27.5	27.5
chr1_6214498_6214648	150	150	13890	92.6	92.6
chr1_6214788_6214938	150	150	1815	12.1	12.1
chr1_6214865_6215015	150	73	883.3	5.88867	12.1
chr1_6215091_6215241	150	150	1113	7.42	7.42
chr1_6215213_6215363	150	28	207.76	1.38507	7.42
chr1_6215308_6215458	150	0	0	0	0
chr1_6215413_6215563	150	0	0	0	0
chr1_6215491_6215641	150	0	0	0	0
chr1_7088137_7088287	150	150	1167	7.78	7.78
chr1_7088762_7088912	150	150	28875	192.5	192.5
chr1_7089793_7089943	150	150	1356	9.04	9.04
chr1_7177639_7177789	150	150	1905	12.7	12.7
chr1_7397285_7397435	150	150	1140	7.6	7.6
chr1_7397356_7397506	150	79	600.4	4.00267	7.6
chr1_7397533_7397683	150	150	6375	42.5	42.5
chr1_7397606_7397756	150	77	3272.5	21.8167	42.5
chr1_7397872_7398022	150	150	17775	118.5	118.5
chr1_7398068_7398218	150	150	2655	17.7	17.7
chr1_7398320_7398470	150	150	1221	8.14	8.14
chr1_9544920_9545070	150	150	1845	12.3	12.3
chr1_9544998_9545148	150	72	885.6	5.904	12.3
chr1_9545181_9545331	150	150	28245	188.3	188.3
chr1_9696929_9697079	150	150	570	3.8	3.8
chr1_9699604_9699754	150	150	678	4.52	4.52
chr1_9699928_9700078	150	150	1411.5	9.41	9.41
chr1_9700290_9700440	150	150	6600	44	44
chr1_9700472_9700622	150	150	3885	25.9	25.9
chr1_9701007_9701157	150	150	651	4.34	4.34
chr1_9703185_9703335	150	150	895.5	5.97	5.97
chr1_9744965_9745115	150	150	1635	10.9	10.9
chr1_9747826_9747976	150	150	2115	14.1	14.1
chr1_9748084_9748234	150	150	2040	13.6	13.6
chr1_9748378_9748528	150	150	34080	227.2	227.2
chr1_9748460_9748610	150	68	15449.6	102.997	227.2
chr1_9772814_9772964	150	150	2205	14.7	14.7
chr1_9772871_9773021	150	93	1367.1	9.114	14.7
chr1_9776472_9776622	150	150	6315	42.1	42.1
chr1_9780472_9780622	150	150	12210	81.4	81.4
chr1_9783615_9783765	150	150	2775	18.5	18.5
chr1_9784158_9784308	150	150	1845	12.3	12.3
chr1_9784456_9784606	150	150	2055	13.7	13.7
chr1_9798093_9798243	150	150	1438.5	9.59	9.59
chr1_9798883_9799033	150	150	1356	9.04	9.04
chr1_9799124_9799274	150	150	3990	26.6	26.6
chr1_9799763_9799913	150	150	1167	7.78	7.78
chr1_9799995_9800145	150	150	2925	19.5	19.5
chr1_9847859_9848009	150	150	543	3.62	3.62
chr1_9847983_9848133	150	26	94.12	0.627467	3.62
chr1_9848245_9848395	150	150	1815	12.1	12.1
chr1_9861442_9861592	150	150	1329	8.86	8.86
chr1_9906706_9906856	150	150	462	3.08	3.08
chr1_9906759_9906909	150	97	298.76	1.99173	3.08
chr1_9906959_9907109	150	150	624	4.16	4.16
chr1_9917630_9917780	150	150	352.5	2.35	2.35
chr1_9943751_9943901	150	150	814.5	5.43	5.43
chr1_9944058_9944208	150	150	5025	33.5	33.5
chr1_9944321_9944471	150	150	651	4.34	4.34
chr1_9967890_9968040	150	150	651	4.34	4.34
chr1_9990085_9990235	150	150	570	3.8	3.8
chr1_10009085_10009235	150	150	543	3.62	3.62
chr1_10037472_10037622	150	150	2055	13.7	13.7
chr1_10037609_10037759	150	13	178.1	1.18733	13.7
chr1_10037861_10038011	150	150	15930	106.2	106.2
chr1_10038107_10038257	150	150	10665	71.1	71.1
chr1_10038361_10038511	150	150	1302	8.68	8.68
chr1_10039615_10039765	150	150	3495	23.3	23.3
chr1_10040056_10040206	150	150	3795	25.3	25.3
chr1_10089678_10089828	150	150	1057.5	7.05	7.05
chr1_10089858_10090008	150	150	462	3.08	3.08
chr1_10109192_10109342	150	150	433.5	2.89	2.89
chr1_10232090_10232240	150	150	976.5	6.51	6.51
chr1_10232154_10232304	150	86	559.86	3.7324	6.51
chr1_10232265_10232415	150	0	0	0	0
chr1_10232526_10232676	150	150	516	3.44	3.44
chr1_10232632_10232782	150	44	151.36	1.00907	3.44
chr1_10232752_10232902	150	0	0	0	0
chr1_10233066_10233216	150	150	3660	24.4	24.4
chr1_10233319_10233469	150	150	949.5	6.33	6.33
chr1_10807286_10807436	150	150	543	3.62	3.62
chr1_12874467_12874617	150	150	570	3.8	3.8
chr1_12875584_12875734	150	150	705	4.7	4.7
chr1_12884234_12884384	150	150	2220	14.8	14.8
chr1_12990291_12990441	150	150	597	3.98	3.98
chr1_12990343_12990493	150	98	390.04	2.60027	3.98
chr1_13151178_13151328	150	150	462	3.08	3.08
chr1_13154443_13154593	150	150	760.5	5.07	5.07
chr1_13154568_13154718	150	25	126.75	0.845	5.07
chr1_13154847_13154997	150	150	705	4.7	4.7
chr1_13259664_13259814	150	150	678	4.52	4.52
chr1_13294790_13294940	150	150	433.5	2.89	2.89
chr1_13372070_13372220	150	150	1740	11.6	11.6
chr1_13372181_13372331	150	39	452.4	3.016	11.6
chr1_13372448_13372598	150	150	17535	116.9	116.9
chr1_13372766_13372916	150	150	1785	11.9	11.9
chr1_13372923_13373073	150	150	760.5	5.07	5.07
chr1_13373318_13373468	150	150	841.5	5.61	5.61
chr1_13373573_13373723	150	150	868.5	5.79	5.79
chr1_13373633_13373783	150	90	521.1	3.474	5.79
chr1_13373715_13373865	150	8	46.32	0.3088	5.79
chr1_13373998_13374148	150	150	760.5	5.07	5.07
chr1_13374475_13374625	150	150	976.5	6.51	6.51
chr1_13426516_13426666	150	150	678	4.52	4.52
chr1_13426947_13427097	150	150	597	3.98	3.98
chr1_13500579_13500729	150	150	489	3.26	3.26
chr1_13531610_13531760	150	150	489	3.26	3.26
chr1_13566321_13566471	150	150	1221	8.14	8.14
chr1_13568896_13569046	150	150	7485	49.9	49.9
chr1_13573759_13573909	150	150	1650	11	11
chr1_13573914_13574064	150	150	3180	21.2	21.2
chr1_13574217_13574367	150	150	8790	58.6	58.6
chr1_13574470_13574620	150	150	1635	10.9	10.9
chr1_13574956_13575106	150	150	2580	17.2	17.2
chr1_13588184_13588334	150	150	1221	8.14	8.14
chr1_13588433_13588583	150	150	1680	11.2	11.2
chr1_13589766_13589916	150	150	4830	32.2	32.2
