chr1_3672233_3672383	0
chr1_3940194_3940344	3.03
chr1_4259682_4259832	2.51
chr1_4689133_4689283	6.46
chr1_4689254_4689404	6.46
chr1_4722686_4722836	2.77
chr1_4722918_4723068	3.56
chr1_4747000_4747150	3.56
chr1_4768497_4768647	6.72
chr1_4769965_4770115	5.93
chr1_4771067_4771217	11.7
chr1_4785420_4785570	13.1
chr1_4785695_4785845	49.6
chr1_4785947_4786097	16.3
chr1_4786098_4786248	15.6
chr1_4807628_4807778	18.9
chr1_4808046_4808196	6.2
chr1_4830959_4831109	3.03
chr1_4857039_4857189	6.99
chr1_4857669_4857819	95.3
chr1_4857992_4858142	6.33
chr1_4858272_4858422	17.1
chr1_4858514_4858664	8.83
chr1_4873870_4874020	7.52
chr1_4873920_4874070	7.52
chr1_4874149_4874299	43
chr1_4880629_4880779	20.8
chr1_4931628_4931778	3.43
chr1_4945118_4945268	1.98
chr1_4966141_4966291	2.51
chr1_5019377_5019527	3.03
chr1_5082945_5083095	3.96
chr1_5083027_5083177	3.96
chr1_5083179_5083329	4.48
chr1_6160129_6160279	3.3
chr1_6214247_6214397	31.8
chr1_6214534_6214684	99.8
chr1_6214879_6215029	14.5
chr1_6215153_6215303	10.9
chr1_6215284_6215434	10.9
chr1_6215400_6215550	0
chr1_6272371_6272521	6.07
chr1_6277898_6278048	2.9
chr1_6369314_6369464	3.69
chr1_6472984_6473134	2.24
chr1_6729897_6730047	3.16
chr1_6945218_6945368	2.9
chr1_7088164_7088314	8.83
chr1_7088765_7088915	183.8
chr1_7139576_7139726	2.11
chr1_7177644_7177794	8.44
chr1_7204915_7205065	3.43
chr1_7397364_7397514	21.6
chr1_7397607_7397757	116.2
chr1_7397865_7398015	105.2
chr1_8358034_8358184	3.69
chr1_8613603_8613753	2.77
chr1_8792082_8792232	3.3
chr1_9544992_9545142	14
chr1_9545186_9545336	152
chr1_9545551_9545701	6.86
chr1_9545883_9546033	6.72
chr1_9605286_9605436	3.3
chr1_9623898_9624048	2.24
chr1_9633870_9634020	2.77
chr1_9641563_9641713	2.37
chr1_9647155_9647305	2.9
chr1_9696966_9697116	5.01
chr1_9699377_9699527	3.56
chr1_9699666_9699816	4.35
chr1_9699841_9699991	5.67
chr1_9700065_9700215	9.49
chr1_9700303_9700453	26.2
chr1_9700504_9700654	17.8
chr1_9700884_9701034	5.01
chr1_9701015_9701165	5.01
chr1_9703197_9703347	6.59
chr1_9744982_9745132	17.9
chr1_9747391_9747541	12.3
chr1_9747497_9747647	12.3
chr1_9747589_9747739	0
chr1_9747838_9747988	13.1
chr1_9748098_9748248	11.9
chr1_9748383_9748533	258.3
chr1_9748467_9748617	258.3
chr1_9772867_9773017	38.9
chr1_9776472_9776622	26
chr1_9780467_9780617	63.8
chr1_9783688_9783838	9.23
